"state","state_fips_code","county_name","confirmed_cases","deaths","total_pop","male_pop","female_pop","white_pop","black_pop","asian_pop","hispanic_pop","amerindian_pop","other_race_pop","median_income","income_less_50K","income_50K_100K","income_100K_150K","income_150K_more","rent_under_50_percent","rent_over_50_percent","median_age","male_0_20","male_21_49","male_50_above","female_0_20","female_21_49","female_50_above","unemployed_pop","employed_pop","commute","worked_at_home","walked_to_work"
"IL",17,"Bureau County",3004,72,33619,16506,17113,29723,257,253,2942,46,22,54271,6380,4789,1728,919,2324,589,43.7,4358,5451,7334,4141,5460,8227,990,16262,29474,669,308
"IL",17,"Henry County",4014,49,49649,24610,25039,45101,870,283,2731,60,45,55755,8956,6746,2866,1423,3211,637,42.7,6690,8263,10555,6353,8022,11537,1228,22901,42384,903,413
"IL",17,"DuPage County",69285,1066,931826,457327,474499,632342,42462,105232,131290,541,1153,84442,97319,100952,65984,76414,66518,19236,39.1,128556,175870,164587,122886,175713,188052,26614,486850,842542,28690,7700
"IL",17,"St. Clair County",22343,387,264433,127649,136784,164262,78667,3674,10293,406,466,51103,50589,29227,14191,9118,23971,8772,38,37348,47976,45507,35188,51138,54161,9980,117401,220916,4117,2035
"IL",17,"Clay County",1312,35,13393,6602,6791,12908,90,99,189,9,0,47427,2940,1787,589,308,771,190,44,1746,2192,2822,1565,2180,3295,334,6348,11968,156,74
"IL",17,"Randolph County",3715,63,32829,18235,14594,27908,3479,119,1003,34,10,49717,6063,3998,1465,534,2206,388,41.5,3735,8041,6915,3457,4723,6966,614,13296,24030,353,497
"IL",17,"Iroquois County",2597,54,28457,13878,14579,25709,326,119,1877,8,111,48857,6040,3894,1248,663,1923,570,44.3,3695,4481,6200,3478,4609,7078,923,13219,23804,649,250
"IL",17,"Wabash County",1179,11,11568,5684,5884,10983,98,134,229,6,0,49716,2471,1644,599,201,754,239,42.8,1521,1912,2389,1412,1899,2781,436,5291,9746,173,28
"IL",17,"Livingston County",3647,58,36812,18890,17922,32847,1468,246,1627,3,2,54339,6605,4800,2135,839,2709,855,41.6,4916,6930,7523,4446,5906,8137,945,16084,28660,503,622
"IL",17,"Whiteside County",5261,134,56823,27990,28833,48237,881,269,6691,78,86,51969,11308,7950,2739,1471,4266,1059,42.9,7490,9501,11936,7254,9269,13484,1707,26553,49038,730,476
"IL",17,"Knox County",4589,113,51374,26079,25295,42830,4327,538,2843,24,143,41972,12062,6083,2024,812,4962,1393,42.2,6589,9650,10689,5997,8080,12255,1446,21330,38546,562,984
"IL",17,"Monroe County",3587,70,33739,16585,17154,32575,141,231,508,17,0,74410,4346,4201,2535,2145,1735,550,42.3,4514,5727,6810,4263,5822,7577,818,17657,32002,1016,204
"IL",17,"Kankakee County",11488,171,110801,54425,56376,79961,16681,1081,11142,242,108,56542,17650,14192,5637,2760,8831,3072,37.7,16271,19659,19964,15348,20346,22509,4028,49811,89975,1437,1258
"IL",17,"Kendall County",9715,71,122933,60801,62132,87482,7854,3955,21617,97,17,89860,9187,13781,9620,7294,5421,1575,34.5,20832,25255,15663,20004,25966,17430,3314,63352,115002,2963,366
"IL",17,"Champaign County",15485,95,207946,103843,104103,142105,26935,21412,11950,282,250,49586,40913,22622,10326,7557,21801,10953,29.7,32056,45556,28483,30296,43197,33002,5682,103099,171234,4496,7943
"IL",17,"Adams County",7371,94,66787,32698,34089,61471,2635,511,988,145,75,48454,14182,8574,3050,1655,5778,1760,41.5,8887,11408,13483,8576,11391,15445,1874,32243,58443,1441,732
"IL",17,"Boone County",5549,65,53638,26755,26883,39692,1108,638,11283,152,46,62701,7275,6596,2815,2023,2875,717,38.3,8262,9783,9394,8008,9632,9917,2194,25060,46261,1324,161
"IL",17,"Cook County",435888,8544,5238541,2540704,2697837,2235598,1226134,363084,1312304,5216,9461,59426,845082,556552,278593,276334,578063,212861,36.4,695319,1083277,820094,673375,1103477,992911,240605,2521437,4300941,111788,108443
"IL",17,"McLean County",13244,129,173231,84327,88904,138256,13850,8751,8216,256,676,64573,25797,20173,11195,8905,15753,5605,32.7,25389,35381,25311,26240,35534,28861,3703,91152,164277,3203,3620
"IL",17,"Kane County",46063,631,529402,263392,266010,304696,28468,20702,167287,454,840,74862,57136,55100,33331,30363,33282,11151,36.6,83064,101843,84135,79463,99985,92348,17375,262971,469414,12748,3359
"IL",17,"Will County",58408,800,687727,341719,346008,445263,75873,35733,115453,498,875,80782,66607,71793,46913,41355,29122,10265,37.3,106678,133111,109382,101239,132913,118966,21961,342710,622717,14093,2508
"IL",17,"Lake County",53439,819,704476,351847,352629,442289,46767,50070,148894,618,1160,82613,73952,68528,42406,59637,46875,13864,38,108566,130893,120344,100230,128078,132651,23235,347792,617507,23027,9971
"IL",17,"Hardin County",303,8,4161,2171,1990,3875,157,3,74,8,0,39524,875,427,123,27,182,38,46.8,435,842,964,482,599,942,372,1303,2412,36,23
"IL",17,"Gallatin County",388,3,5226,2475,2751,5009,14,15,58,26,6,42450,1321,695,175,81,310,56,44.8,570,855,1142,652,868,1364,180,2133,3922,31,7
"IN",18,"Crawford County",773,10,10598,5355,5243,10214,21,0,154,63,0,40067,2378,1323,236,70,393,116,43.7,1349,1809,2368,1297,1718,2362,191,4241,8000,107,44
"IN",18,"Parke County",1305,8,17062,8178,8884,16179,165,0,252,32,0,44643,3370,1964,519,259,876,171,42.2,2172,2741,3640,2029,3383,3768,451,6734,11972,261,148
